item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
000037,Medical_Scanner,41.1,16.4,29.5,9.94,97,2025-05-26,67,Medical_Bay
000038,First_Aid_Kit,21.6,22.0,20.9,4.5,53,N/A,73,Medical_Bay
000039,CO2_Scrubber,22.5,42.2,29.1,13.82,79,N/A,544,Engineering_Bay
000040,Seed_Packets,19.5,20.7,13.5,7.2,20,N/A,60,Lab
000041,Handheld_Spectrometer,37.3,32.1,48.9,29.27,67,N/A,4283,Lab
000042,Microgravity_Lab_Kit,25.6,22.8,19.3,6.2,80,N/A,43,Crew_Quarters
000043,Laptop,26.4,16.8,27.7,6.14,85,N/A,3523,Crew_Quarters
000044,Emergency_Beacon,34.5,15.6,38.1,10.25,21,N/A,3006,Command_Center
000045,Oxygen_Cylinder,24.9,23.9,63.3,34.7,1,N/A,3995,Medical_Bay
000046,Lab_Microscope,43.9,27.1,10.1,6.01,77,N/A,4050,Medical_Bay
000047,Asteroid_Sample_Container,21.3,23.3,21.3,7.0,38,N/A,3899,Storage_Bay
000048,Radiation_Shield,10.8,30.7,36.8,6.1,57,N/A,2114,Storage_Bay
000049,Medical_Scanner,11.1,32.7,42.8,7.77,79,2026-11-14,59,Lab
000050,Handheld_Spectrometer,26.3,27.1,34.0,12.12,90,N/A,1363,Lab
000051,CO2_Scrubber,34.1,19.7,31.1,10.45,2,N/A,152,Life_Support
000052,Scientific_Sensor,13.6,13.9,40.3,3.81,57,N/A,915,Cockpit
000053,CO2_Scrubber,18.1,42.3,11.8,4.52,53,N/A,515,Life_Support
000054,Antibiotic_Supply,14.9,24.5,16.3,2.98,67,2025-11-05,1675,Medical_Bay
000055,Microgravity_Lab_Kit,21.9,26.6,21.3,1.5,65,N/A,73,Crew_Quarters
000056,3D_Printer,37.4,24.2,46.5,21.04,26,N/A,2513,Lab
000057,Space_Suit,35.6,19.5,32.7,11.35,79,N/A,4061,Storage_Bay
000058,Helmet_Visor,13.4,46.7,34.3,10.73,50,N/A,1738,Storage_Bay
000059,Pressure_Regulator,38.8,30.5,46.1,27.28,47,N/A,2541,Airlock
000060,Thruster_Fuel,14.4,47.7,36.1,12.4,8,N/A,2170,Storage_Bay
000061,Emergency_Beacon,19.7,37.8,15.4,5.73,30,N/A,3740,Cockpit
000062,Lab_Microscope,20.5,29.2,22.4,6.7,84,N/A,2563,Lab
000063,Emergency_Beacon,14.4,25.9,43.5,8.11,11,N/A,901,Command_Center
000064,LED_Work_Light,43.5,15.7,16.2,5.53,8,N/A,656,Engineering_Bay
000065,Tool_Kit,17.3,25.2,29.5,4.0,55,N/A,3,Storage_Bay
000066,Food_Packet,29.2,18.6,11.8,1.9,61,2025-06-11,95,Crew_Quarters
000067,Lab_Microscope,42.4,34.2,21.2,15.37,28,N/A,4447,Lab
000068,Water_Bottle,37.2,40.8,10.3,7.82,9,N/A,4348,Crew_Quarters
000069,Battery_Pack,43.3,19.3,21.6,9.03,49,N/A,809,Power_Bay
000070,Thruster_Fuel,49.6,12.3,48.8,14.89,43,N/A,4384,Storage_Bay
000071,First_Aid_Kit,23.1,15.0,22.0,8.4,48,N/A,18,Crew_Quarters
000072,Laptop,43.4,14.2,20.7,6.38,72,N/A,3955,Crew_Quarters
000073,Water_Purification_Unit,12.8,21.4,21.6,2.96,58,N/A,2888,Life_Support
000074,Solar_Panel,87.0,86.5,4.3,13.7,7,N/A,396,Power_Bay
000075,Emergency_Oxygen_Mask,29.3,35.8,31.7,16.63,98,N/A,225,Crew_Quarters
000076,Handheld_Spectrometer,39.4,24.4,14.8,7.11,91,N/A,4721,Engineering_Bay
000077,CO2_Scrubber,33.5,17.0,21.5,6.12,61,N/A,584,Engineering_Bay
000078,Battery_Pack,38.7,11.1,27.2,5.84,23,N/A,654,External_Storage
000079,Asteroid_Sample_Container,24.6,21.3,30.0,1.6,51,N/A,885,Lab
000080,Thruster_Fuel,25.1,30.4,28.5,10.87,35,N/A,4085,Engine_Bay
000081,Pressure_Regulator,33.4,19.6,21.2,6.94,28,N/A,2135,Airlock
000082,Vacuum_Sealed_Tools,48.6,10.2,23.1,5.73,89,N/A,4358,Maintenance_Bay
000083,Battery_Pack,26.8,12.2,39.5,6.46,85,N/A,379,External_Storage
000084,Waste_Management_Kit,14.4,26.4,28.9,8.7,37,N/A,32,Sanitation_Bay
000085,Waste_Management_Kit,29.4,16.4,21.5,3.4,67,N/A,46,Sanitation_Bay
000086,3D_Printer,10.3,11.7,12.9,0.78,86,N/A,4157,Lab
000087,Lab_Microscope,14.4,42.4,44.5,13.58,85,N/A,1649,Medical_Bay
000088,Tool_Kit,11.6,21.2,26.8,8.4,50,N/A,18,Storage_Bay
000089,LED_Work_Light,43.2,28.9,33.7,21.04,36,N/A,4784,Maintenance_Bay
000090,Lab_Microscope,27.3,25.2,15.9,5.47,83,N/A,1208,Medical_Bay
000091,Medical_Scanner,31.5,18.8,34.6,10.25,26,2027-02-22,53,Medical_Bay
000092,Microgravity_Lab_Kit,23.7,14.5,11.4,2.5,28,N/A,6,Crew_Quarters
000093,Emergency_Beacon,19.9,37.2,35.0,12.95,29,N/A,1582,Command_Center
000094,Solar_Panel,54.1,47.1,1.2,17.7,62,N/A,1230,Power_Bay
000095,Tool_Kit,19.2,28.3,28.0,1.8,79,N/A,66,Maintenance_Bay
000096,Space_Suit,19.3,32.6,25.2,7.93,97,N/A,4293,Airlock
000097,Lab_Microscope,24.6,29.5,39.0,14.15,51,N/A,3201,Lab
000098,Research_Samples,17.9,29.8,25.4,9.7,76,N/A,1006,Lab
000099,Oxygen_Cylinder,17.3,24.4,88.3,37.4,75,N/A,2922,Medical_Bay
000100,First_Aid_Kit,28.7,23.2,16.0,1.0,54,N/A,83,Crew_Quarters
000101,Antibiotic_Supply,41.2,30.4,37.1,23.23,22,2025-12-17,3266,Lab
000102,Laptop,48.0,39.5,47.0,44.56,8,N/A,2177,Command_Center
000103,CO2_Scrubber,20.6,43.3,21.9,9.77,55,N/A,798,Engineering_Bay
000104,First_Aid_Kit,25.3,17.9,26.4,6.5,87,N/A,66,Crew_Quarters
000105,Seed_Packets,24.1,11.6,25.7,4.1,56,N/A,71,Lab
000106,Water_Bottle,44.0,44.8,37.2,36.66,69,N/A,3952,Storage_Bay
000107,Tether_Reel,38.0,16.3,41.5,12.85,36,N/A,3288,Airlock
000108,Circuit_Board,36.0,15.0,16.0,4.32,86,N/A,3447,Engineering_Bay
000109,Fire_Extinguisher,38.8,35.6,18.9,13.05,88,N/A,1825,Engineering_Bay
000110,First_Aid_Kit,14.7,17.9,13.6,6.3,51,N/A,72,Medical_Bay
000111,Oxygen_Cylinder,24.3,27.1,99.8,25.7,5,N/A,1582,Medical_Bay
000112,Antibiotic_Supply,37.1,12.0,16.4,3.65,45,2026-03-08,2202,Lab
000113,Oxygen_Cylinder,21.4,25.7,59.8,20.3,15,N/A,191,Crew_Quarters
000114,Communication_Device,40.3,12.1,17.1,4.17,69,N/A,1056,Command_Center
000115,Battery_Pack,27.2,32.0,32.5,14.14,31,N/A,589,External_Storage
000116,Lab_Microscope,49.1,27.6,37.2,25.21,31,N/A,334,Medical_Bay
000117,Microgravity_Lab_Kit,28.9,13.6,20.8,1.3,9,N/A,16,Crew_Quarters
000118,Asteroid_Sample_Container,27.7,27.9,26.5,4.0,41,N/A,1502,Lab
000119,LED_Work_Light,40.0,14.8,44.3,13.11,25,N/A,838,Maintenance_Bay
000120,Emergency_Beacon,12.6,20.9,35.1,4.62,73,N/A,1506,Command_Center
000121,Research_Samples,28.9,11.7,23.7,7.3,93,N/A,1490,Lab
000122,Radiation_Shield,25.3,29.1,26.9,9.9,18,N/A,2609,Engineering_Bay
000123,Circuit_Board,17.7,30.9,24.1,6.59,79,N/A,4029,Storage_Bay
000124,Tool_Kit,20.3,26.5,28.5,9.4,14,N/A,76,Storage_Bay
000125,Communication_Device,48.0,38.9,12.4,11.58,61,N/A,601,Crew_Quarters
000126,Space_Suit,15.2,10.9,26.1,2.16,57,N/A,2726,Airlock
000127,Water_Purification_Unit,26.9,42.1,21.9,12.4,47,N/A,4730,Crew_Quarters
000128,Medical_Scanner,21.9,11.5,30.3,3.82,38,2026-08-23,62,Medical_Bay
000129,Handheld_Spectrometer,42.5,46.0,37.2,36.36,80,N/A,429,Engineering_Bay
000130,Emergency_Beacon,43.9,48.0,24.5,25.81,20,N/A,1865,Cockpit
000131,Helmet_Visor,31.7,22.2,23.9,8.41,28,N/A,4099,Crew_Quarters
000132,3D_Printer,39.1,34.7,11.2,7.6,34,N/A,3907,Lab
000133,Gyroscope_Module,16.2,28.0,31.0,7.03,65,N/A,2386,Engineering_Bay
000134,Circuit_Board,39.2,24.4,35.6,17.03,75,N/A,4720,Engineering_Bay
000135,Medical_Scanner,15.3,42.1,15.6,5.02,89,2026-01-24,78,Medical_Bay
000136,Asteroid_Sample_Container,29.0,28.9,22.9,1.3,43,N/A,4360,Lab
000137,Laptop,10.9,27.7,37.0,5.59,85,N/A,3818,Command_Center
000138,Tool_Kit,29.4,14.8,15.5,6.0,66,N/A,31,Storage_Bay
000139,LED_Work_Light,20.0,21.0,33.1,6.95,27,N/A,122,Maintenance_Bay
000140,Asteroid_Sample_Container,12.2,12.0,29.0,4.9,75,N/A,3910,Lab
000141,Medical_Scanner,42.5,41.5,39.4,34.75,66,2025-10-24,3,Medical_Bay
000142,Battery_Pack,22.1,12.0,32.8,4.35,50,N/A,765,External_Storage
000143,Fire_Extinguisher,23.5,35.5,17.7,7.38,49,N/A,1909,Crew_Quarters
000144,Solar_Panel,54.1,79.9,2.0,17.5,69,N/A,1839,Power_Bay
000145,Helmet_Visor,44.2,16.8,25.7,9.54,16,N/A,4619,Crew_Quarters
000146,Tool_Kit,13.0,12.1,22.1,3.6,51,N/A,84,Storage_Bay
000147,LED_Work_Light,38.7,15.5,16.1,4.83,96,N/A,1724,Engineering_Bay
000148,Lab_Microscope,32.1,30.9,22.5,11.16,88,N/A,3142,Lab
000149,Handheld_Spectrometer,38.0,41.1,42.8,33.42,95,N/A,2984,Lab
000150,Asteroid_Sample_Container,15.1,26.0,11.3,8.8,45,N/A,3113,Storage_Bay
000151,Navigation_Module,48.4,38.7,48.5,45.42,16,N/A,2955,Cockpit
000152,Tether_Reel,24.6,23.4,34.6,9.96,63,N/A,1418,Airlock
000153,Pressure_Regulator,12.9,17.1,17.7,1.95,42,N/A,1610,Airlock
000154,Emergency_Beacon,30.5,11.8,41.3,7.43,72,N/A,2995,Cockpit
000155,Microgravity_Lab_Kit,28.3,24.1,26.3,1.7,28,N/A,78,Lab
000156,First_Aid_Kit,20.8,28.3,22.0,4.1,48,N/A,18,Medical_Bay
000157,CO2_Scrubber,43.3,47.3,34.1,34.92,10,N/A,464,Engineering_Bay
000158,Cooling_System,17.7,19.8,32.6,5.71,8,N/A,116,Engineering_Bay
000159,Protein_Bars,36.8,14.6,48.9,13.14,6,N/A,37,Crew_Quarters
000160,Battery_Pack,29.5,31.9,19.2,9.03,89,N/A,238,Power_Bay
000161,Cooling_System,22.6,28.7,12.2,3.96,86,N/A,903,Engineering_Bay
000162,Oxygen_Cylinder,15.8,20.5,74.1,36.1,6,N/A,1391,Airlock
000163,First_Aid_Kit,14.8,21.1,15.9,4.7,66,N/A,51,Crew_Quarters
000164,Tool_Kit,20.4,23.2,19.1,6.3,6,N/A,72,Storage_Bay
000165,Seed_Packets,15.5,20.9,27.7,6.1,66,N/A,49,Lab
000166,Protein_Bars,23.4,49.5,42.4,24.56,53,N/A,405,Crew_Quarters
000167,Protein_Bars,23.3,16.3,16.1,3.06,6,N/A,2111,Crew_Quarters
000168,Communication_Device,29.8,38.9,39.2,22.72,91,N/A,4005,Command_Center
000169,Thruster_Fuel,31.6,10.4,22.1,3.63,40,N/A,2445,Engine_Bay
000170,First_Aid_Kit,12.9,22.0,14.6,7.7,26,N/A,57,Medical_Bay
000171,3D_Printer,29.7,24.6,43.1,15.74,48,N/A,1294,Lab
000172,Battery_Pack,20.1,18.6,17.6,3.29,96,N/A,625,Power_Bay
000173,Radiation_Shield,15.4,29.7,30.8,7.04,80,N/A,160,Engineering_Bay
000174,Food_Packet,28.6,28.5,28.3,6.5,3,2026-02-11,78,Crew_Quarters
000175,Asteroid_Sample_Container,12.9,24.3,11.2,7.6,63,N/A,3626,Lab
000176,Scientific_Sensor,20.3,14.6,19.4,2.87,82,N/A,2956,Lab
000177,EV_Suit_Battery,23.0,38.1,34.9,15.29,27,N/A,539,Storage_Bay
000178,Scientific_Sensor,11.3,14.3,29.3,2.37,67,N/A,2740,Cockpit
000179,Water_Purification_Unit,13.1,18.1,15.4,1.83,6,N/A,951,Crew_Quarters
000180,Gyroscope_Module,29.9,24.7,19.8,7.31,64,N/A,3783,Cockpit
000181,Food_Packet,27.5,22.3,26.9,1.7,15,2025-07-20,51,Crew_Quarters
000182,Tool_Kit,16.2,11.2,16.5,3.9,52,N/A,86,Storage_Bay
000183,Water_Bottle,36.0,41.9,16.9,12.75,89,N/A,426,Storage_Bay
000184,Helmet_Visor,23.5,26.0,21.4,6.54,73,N/A,2532,Storage_Bay
000185,Water_Bottle,17.5,19.6,41.1,7.05,59,N/A,296,Storage_Bay
000186,Handheld_Spectrometer,26.8,39.6,40.0,21.23,83,N/A,4563,Lab
000187,Helmet_Visor,10.6,40.5,49.3,10.58,57,N/A,3899,Storage_Bay
000188,Laptop,11.7,12.7,37.3,2.77,58,N/A,4631,Command_Center
000189,Water_Bottle,14.2,10.9,14.7,1.14,93,N/A,4944,Storage_Bay
000190,Circuit_Board,27.4,26.6,28.1,10.24,27,N/A,2366,Engineering_Bay
000191,Helmet_Visor,34.3,27.8,49.3,23.5,22,N/A,4990,Storage_Bay
000192,Helmet_Visor,48.9,36.9,39.0,35.19,3,N/A,92,Storage_Bay
000193,Solar_Panel,49.1,42.4,3.6,7.8,51,N/A,1231,External_Storage
000194,Pressure_Regulator,46.0,13.4,18.8,5.79,90,N/A,735,Airlock
000195,Gyroscope_Module,33.2,30.8,25.7,13.14,29,N/A,2493,Engineering_Bay
000196,Medical_Scanner,36.9,12.0,19.3,4.27,5,2026-09-18,59,Medical_Bay
000197,Tether_Reel,21.8,42.6,43.5,20.2,45,N/A,738,External_Storage
000198,Seed_Packets,16.0,21.8,21.1,5.1,3,N/A,3,Lab
000199,Lab_Microscope,14.6,43.4,11.8,3.74,70,N/A,4127,Medical_Bay
000200,Microgravity_Lab_Kit,29.4,29.3,24.2,4.5,99,N/A,1,Lab
000201,Handheld_Spectrometer,47.4,27.4,36.5,23.7,29,N/A,2632,Engineering_Bay
000202,Handheld_Spectrometer,31.6,28.2,41.3,18.4,66,N/A,2582,Engineering_Bay
000203,Water_Bottle,19.8,40.9,15.5,6.28,96,N/A,4063,Crew_Quarters
000204,Navigation_Module,36.2,33.0,31.8,18.99,34,N/A,278,Cockpit
000205,Communication_Device,27.6,22.0,39.5,11.99,58,N/A,2026,Command_Center
000206,Radiation_Shield,11.6,29.3,42.9,7.29,89,N/A,3621,Engineering_Bay
000207,Medical_Scanner,21.6,43.7,28.9,13.64,82,2026-11-15,23,Medical_Bay
000208,First_Aid_Kit,22.0,22.1,28.8,2.5,38,N/A,31,Crew_Quarters
000209,Cooling_System,25.5,37.1,20.8,9.84,71,N/A,2097,Power_Bay
000210,Lab_Microscope,18.0,45.6,11.8,4.84,6,N/A,4184,Medical_Bay
000211,Lab_Microscope,25.1,34.0,49.1,20.95,35,N/A,4089,Lab
000212,Food_Packet,26.8,29.7,22.4,9.4,57,2027-02-22,40,Crew_Quarters
000213,EV_Suit_Battery,23.4,15.3,48.2,8.63,27,N/A,710,Storage_Bay
000214,Waste_Management_Kit,26.0,16.2,26.3,9.3,55,N/A,88,Engineering_Bay
000215,Space_Suit,31.4,40.5,22.7,14.43,58,N/A,1598,Airlock
000216,Gyroscope_Module,43.5,31.6,30.9,21.24,86,N/A,3402,Engineering_Bay
000217,Navigation_Module,12.7,36.3,41.9,9.66,67,N/A,1472,Command_Center
000218,Circuit_Board,38.7,12.8,10.2,2.53,91,N/A,1843,Storage_Bay
000219,Fire_Extinguisher,27.0,24.3,43.4,14.24,72,N/A,2456,Engineering_Bay
000220,Pressure_Regulator,10.4,17.9,14.5,1.35,45,N/A,2149,Airlock
000221,Seed_Packets,24.2,13.0,11.8,1.2,41,N/A,18,Greenhouse
000222,Fire_Extinguisher,21.5,24.4,12.9,3.38,21,N/A,376,Crew_Quarters
000223,Space_Suit,43.0,41.8,11.5,10.34,30,N/A,3695,Airlock
000224,Tool_Kit,26.7,21.3,19.6,5.8,99,N/A,43,Maintenance_Bay
000225,LED_Work_Light,44.3,21.2,40.0,18.78,95,N/A,4273,Maintenance_Bay
000226,Microgravity_Lab_Kit,21.2,13.7,16.6,1.3,64,N/A,55,Lab
000227,Emergency_Beacon,45.8,19.2,40.4,17.76,65,N/A,1450,Command_Center
000228,Lab_Microscope,38.9,24.1,31.3,14.67,98,N/A,4526,Lab
000229,Vacuum_Sealed_Tools,45.4,41.1,29.2,27.24,100,N/A,3525,Maintenance_Bay
000230,Vacuum_Sealed_Tools,47.0,48.3,26.7,30.31,95,N/A,2622,Storage_Bay
000231,Communication_Device,16.2,34.8,32.0,9.02,26,N/A,2154,Crew_Quarters
000232,Solar_Panel,71.6,52.5,3.9,5.1,2,N/A,4569,External_Storage
000233,Scientific_Sensor,37.8,45.7,10.5,9.07,67,N/A,103,Lab
000234,Medical_Scanner,30.3,28.8,41.0,17.89,56,2025-09-06,41,Medical_Bay
000235,EV_Suit_Battery,27.2,16.1,45.8,10.03,50,N/A,880,Storage_Bay
000236,Scientific_Sensor,16.7,37.6,27.5,8.63,70,N/A,4632,Lab
000237,Radiation_Shield,16.7,14.9,17.7,2.2,83,N/A,4637,Engineering_Bay
000238,Protein_Bars,13.8,21.4,43.9,6.48,52,N/A,3624,Storage_Bay
000239,Water_Bottle,30.1,15.1,34.4,7.82,91,N/A,4710,Storage_Bay
000240,Food_Packet,10.8,15.1,29.0,8.8,49,2026-04-29,35,Crew_Quarters
000241,Laptop,49.3,36.7,27.0,24.43,70,N/A,3123,Command_Center
000242,Seed_Packets,21.3,13.3,15.7,3.0,75,N/A,44,Greenhouse
000243,Water_Bottle,31.7,45.1,44.8,32.02,38,N/A,418,Crew_Quarters
000244,Seed_Packets,11.1,11.9,27.6,6.1,47,N/A,49,Lab
000245,Emergency_Oxygen_Mask,41.6,13.3,24.5,6.78,37,N/A,2385,Crew_Quarters
000246,CO2_Scrubber,40.1,21.5,27.5,11.85,68,N/A,496,Engineering_Bay
000247,Water_Bottle,22.5,33.9,40.7,15.52,86,N/A,756,Storage_Bay
000248,Protein_Bars,15.3,17.5,20.9,2.8,49,N/A,4392,Storage_Bay
000249,Communication_Device,21.6,30.4,31.1,10.21,63,N/A,287,Command_Center
000250,3D_Printer,21.0,35.5,11.3,4.21,60,N/A,3736,Engineering_Bay
000251,LED_Work_Light,45.7,31.1,16.4,11.65,58,N/A,3356,Maintenance_Bay
000252,Tether_Reel,22.6,25.7,44.9,13.04,47,N/A,2064,External_Storage
000253,Asteroid_Sample_Container,27.7,13.0,26.5,9.2,100,N/A,778,Lab
000254,Cooling_System,18.0,13.8,21.2,2.63,87,N/A,60,Engineering_Bay
000255,Emergency_Oxygen_Mask,39.5,18.0,46.1,16.39,42,N/A,1284,Crew_Quarters
000256,Protein_Bars,27.4,39.3,21.6,11.63,8,N/A,1041,Storage_Bay
000257,Microgravity_Lab_Kit,20.8,16.5,23.0,6.9,23,N/A,63,Lab
000258,Water_Purification_Unit,27.4,10.9,17.3,2.58,52,N/A,4373,Crew_Quarters
000259,Water_Bottle,33.0,23.5,25.4,9.85,9,N/A,4685,Crew_Quarters
000260,Lab_Microscope,10.7,42.0,40.9,9.19,96,N/A,457,Lab
000261,Battery_Pack,12.0,21.7,42.6,5.55,54,N/A,433,External_Storage
000262,Antibiotic_Supply,17.8,19.9,35.9,6.36,76,2026-07-21,949,Lab
000263,Communication_Device,11.4,36.0,44.0,9.03,14,N/A,4761,Command_Center
000264,Waste_Management_Kit,14.6,11.9,11.4,4.1,44,N/A,14,Engineering_Bay
000265,Microgravity_Lab_Kit,28.5,14.6,16.5,7.5,30,N/A,86,Crew_Quarters
000266,3D_Printer,46.2,14.8,18.2,6.22,82,N/A,536,Lab
000267,Emergency_Beacon,12.1,41.5,22.2,5.57,17,N/A,846,Cockpit
000268,Asteroid_Sample_Container,24.5,11.0,18.6,8.8,88,N/A,1648,Storage_Bay
000269,Cooling_System,31.4,49.6,49.4,38.47,24,N/A,346,Engineering_Bay
000270,LED_Work_Light,19.1,35.5,31.4,10.65,73,N/A,3544,Engineering_Bay
000271,Gyroscope_Module,19.0,39.5,38.1,14.3,51,N/A,2605,Engineering_Bay
000272,Thruster_Fuel,20.2,38.1,26.6,10.24,18,N/A,1873,Storage_Bay
000273,CO2_Scrubber,34.2,31.7,20.6,11.17,78,N/A,558,Life_Support
000274,Water_Purification_Unit,31.5,26.7,16.9,7.11,55,N/A,4305,Life_Support
000275,Tool_Kit,14.2,12.5,14.2,8.3,96,N/A,92,Storage_Bay
000276,EV_Suit_Battery,34.0,41.6,16.6,11.74,38,N/A,971,Storage_Bay
000277,Food_Packet,26.3,25.7,28.9,6.0,86,2026-07-07,36,Crew_Quarters
000278,Seed_Packets,18.9,15.8,27.5,1.2,37,N/A,53,Lab
000279,Water_Purification_Unit,37.3,18.2,46.7,15.85,82,N/A,1579,Crew_Quarters
000280,Water_Bottle,40.0,25.8,26.2,13.52,18,N/A,3864,Storage_Bay
000281,EV_Suit_Battery,19.4,23.1,18.4,4.12,1,N/A,859,Storage_Bay
000282,Navigation_Module,36.2,29.3,19.6,10.39,6,N/A,4107,Cockpit
000283,Antibiotic_Supply,42.5,33.9,50.0,36.02,83,2026-04-06,2963,Lab
000284,Circuit_Board,28.7,22.8,31.9,10.44,66,N/A,2962,Engineering_Bay
000285,Asteroid_Sample_Container,28.3,17.2,18.9,2.5,81,N/A,1453,Lab
000286,Fire_Extinguisher,35.7,23.4,32.2,13.45,18,N/A,2154,Engineering_Bay
000287,Research_Samples,12.0,17.9,12.1,5.3,51,N/A,2832,Lab
000288,Food_Packet,10.1,22.6,19.8,9.4,89,2026-10-26,88,Crew_Quarters
000289,Circuit_Board,47.7,20.2,37.2,17.92,65,N/A,3504,Engineering_Bay
000290,Scientific_Sensor,34.6,15.5,22.2,5.95,91,N/A,3925,Cockpit
000291,Solar_Panel,40.3,78.2,1.7,12.6,92,N/A,3756,Power_Bay
000292,Thruster_Fuel,30.8,37.3,38.2,21.94,55,N/A,3325,Engine_Bay
000293,Space_Suit,10.8,40.0,12.5,2.7,33,N/A,4746,Storage_Bay
000294,Food_Packet,19.1,14.8,24.1,3.0,82,2026-09-13,16,Crew_Quarters
000295,Tool_Kit,23.3,13.8,17.8,8.1,80,N/A,7,Maintenance_Bay
000296,Antibiotic_Supply,47.7,20.1,11.7,5.61,15,2026-10-08,3507,Lab
000297,Solar_Panel,68.4,93.9,1.7,16.4,23,N/A,4711,Power_Bay
000298,Food_Packet,24.4,25.8,28.1,8.7,68,2025-08-19,80,Storage_Bay
000299,Protein_Bars,41.8,43.0,16.5,14.83,9,N/A,802,Storage_Bay
000300,Water_Purification_Unit,25.9,20.8,21.7,5.85,67,N/A,1117,Life_Support
000301,Research_Samples,14.4,19.2,21.9,6.1,62,N/A,2066,Storage_Bay
000302,EV_Suit_Battery,48.0,48.7,30.0,35.06,53,N/A,286,Airlock
000303,Laptop,35.2,24.6,37.6,16.28,19,N/A,3032,Command_Center
000304,Navigation_Module,29.6,21.2,43.0,13.49,2,N/A,2605,Cockpit
000305,Waste_Management_Kit,14.0,10.4,10.6,2.3,46,N/A,40,Engineering_Bay
000306,Radiation_Shield,21.3,43.6,48.6,22.57,55,N/A,4827,Storage_Bay
000307,Emergency_Beacon,27.6,46.6,45.6,29.32,97,N/A,2617,Cockpit
000308,Battery_Pack,36.8,22.9,20.2,8.51,57,N/A,514,External_Storage
000309,Communication_Device,42.8,14.0,42.5,12.73,84,N/A,2044,Command_Center
000310,Tool_Kit,12.5,29.2,22.2,8.2,40,N/A,62,Maintenance_Bay
000311,Scientific_Sensor,30.7,49.8,22.1,16.89,72,N/A,636,Lab
000312,CO2_Scrubber,29.8,49.0,14.0,10.22,95,N/A,697,Life_Support
000313,Research_Samples,17.9,11.5,25.4,8.9,79,N/A,3948,Storage_Bay
